data/input_data\fail_0000.png,FAIL,0.9999987
data/input_data\fail_0001.png,OK,0.010312498
data/input_data\fail_0002.png,OK,0.030845135
data/input_data\fail_0003.png,FAIL,1.0
data/input_data\fail_0004.png,OK,7.113331e-05
data/input_data\fail_0005.png,FAIL,1.0
data/input_data\fail_0006.png,OK,0.025018454
data/input_data\fail_0007.png,OK,0.0048224926
data/input_data\fail_0008.png,OK,0.000104003266
data/input_data\fail_0009.png,OK,0.020991564
data/input_data\fail_0010.png,OK,9.493169e-05
data/input_data\fail_0011.png,OK,0.00024744868
data/input_data\fail_0012.png,FAIL,1.0
data/input_data\fail_0013.png,OK,0.00043439865
data/input_data\fail_0014.png,OK,0.00015103817
data/input_data\fail_0015.png,OK,0.006658435
data/input_data\fail_0016.png,OK,0.0008491874
data/input_data\fail_0017.png,OK,2.1668939e-05
data/input_data\fail_0018.png,OK,0.00025099516
data/input_data\fail_0019.png,OK,0.02028218
data/input_data\fail_0020.png,OK,2.118789e-08
data/input_data\fail_0021.png,FAIL,1.0
data/input_data\fail_0022.png,OK,2.5528769e-05
data/input_data\fail_0023.png,FAIL,1.0
data/input_data\fail_0024.png,OK,0.0074276924
data/input_data\fail_0025.png,OK,0.00024271011
data/input_data\fail_0026.png,OK,0.020733327
data/input_data\fail_0027.png,OK,0.013234645
data/input_data\fail_0028.png,OK,0.016705275
data/input_data\fail_0029.png,OK,0.015168637
data/input_data\fail_0030.png,OK,3.1604584e-05
data/input_data\fail_0031.png,OK,0.00023183227
data/input_data\fail_0032.png,OK,0.003597796
data/input_data\fail_0033.png,OK,7.868984e-06
data/input_data\fail_0034.png,OK,1.06530015e-05
data/input_data\fail_0035.png,OK,0.00017261505
data/input_data\fail_0036.png,OK,0.16278335
data/input_data\fail_0037.png,OK,0.00062826276
data/input_data\fail_0038.png,OK,0.03981051
data/input_data\fail_0039.png,OK,0.45435375
data/input_data\fail_0040.png,OK,0.004423201
data/input_data\fail_0041.png,OK,7.3745528e-06
data/input_data\fail_0042.png,OK,1.9982713e-06
data/input_data\fail_0043.png,FAIL,1.0
data/input_data\fail_0044.png,OK,0.013549507
data/input_data\fail_0045.png,OK,0.0014808178
data/input_data\fail_0046.png,FAIL,0.9999765
data/input_data\fail_0047.png,FAIL,1.0
data/input_data\fail_0048.png,OK,0.00047692657
data/input_data\fail_0049.png,FAIL,0.9934814
data/input_data\fail_0050.png,OK,0.004719317
data/input_data\fail_0051.png,OK,0.0013141334
data/input_data\fail_0052.png,OK,0.01686722
data/input_data\fail_0053.png,OK,1.021777e-06
data/input_data\fail_0054.png,OK,1.0001371e-23
data/input_data\fail_0055.png,OK,5.518628e-05
data/input_data\fail_0056.png,OK,0.00010025973
data/input_data\fail_0057.png,OK,0.00089865923
data/input_data\fail_0058.png,OK,3.695109e-05
data/input_data\fail_0059.png,OK,0.0024955273
data/input_data\fail_0060.png,OK,0.00037366152
data/input_data\fail_0061.png,FAIL,0.9997438
data/input_data\fail_0062.png,OK,1.7467072e-21
data/input_data\fail_0063.png,OK,0.0002296269
data/input_data\fail_0064.png,FAIL,0.9998772
data/input_data\fail_0065.png,OK,0.019548446
data/input_data\fail_0066.png,OK,0.08967921
data/input_data\fail_0067.png,OK,0.005207628
data/input_data\fail_0068.png,OK,0.00042951107
data/input_data\fail_0069.png,OK,0.0007249713
data/input_data\fail_0070.png,OK,0.00023496151
data/input_data\fail_0071.png,OK,0.00022676587
data/input_data\fail_0072.png,OK,0.04766974
data/input_data\fail_0073.png,OK,0.0043186545
data/input_data\fail_0074.png,OK,0.001447767
data/input_data\fail_0075.png,OK,0.03876248
data/input_data\fail_0076.png,OK,0.00014406443
data/input_data\fail_0077.png,OK,0.037640154
data/input_data\fail_0078.png,OK,0.007028103
data/input_data\fail_0079.png,OK,0.0339835
data/input_data\fail_0080.png,OK,7.3228286e-05
data/input_data\fail_0081.png,OK,3.6490945e-23
data/input_data\fail_0082.png,OK,0.0048193038
data/input_data\fail_0083.png,FAIL,0.99999845
data/input_data\fail_0084.png,FAIL,1.0
data/input_data\fail_0085.png,OK,0.090001345
data/input_data\fail_0086.png,OK,0.0017786026
data/input_data\fail_0087.png,OK,0.03876248
data/input_data\fail_0088.png,OK,0.2615162
data/input_data\fail_0089.png,FAIL,1.0
data/input_data\fail_0090.png,OK,0.03876248
data/input_data\fail_0091.png,FAIL,0.9998456
data/input_data\fail_0092.png,OK,6.535676e-05
data/input_data\fail_0093.png,OK,0.0010901988
data/input_data\fail_0094.png,OK,0.0030926764
data/input_data\fail_0095.png,OK,2.3496816e-05
data/input_data\fail_0096.png,FAIL,1.0
data/input_data\fail_0097.png,FAIL,1.0
data/input_data\fail_0098.png,OK,0.00018665195
data/input_data\fail_0099.png,FAIL,1.0
data/input_data\fail_0100.png,OK,0.0001087784
data/input_data\fail_0101.png,OK,0.0018635094
data/input_data\fail_0102.png,OK,0.0004196763
data/input_data\fail_0103.png,OK,0.010742962
data/input_data\fail_0104.png,OK,0.01671639
data/input_data\fail_0105.png,OK,8.202634e-20
data/input_data\fail_0106.png,FAIL,0.99999166
data/input_data\fail_0107.png,OK,0.03876248
data/input_data\fail_0108.png,OK,0.055276126
data/input_data\fail_0109.png,OK,0.016207367
data/input_data\fail_0110.png,FAIL,0.79906154
data/input_data\fail_0111.png,OK,0.03876248
data/input_data\fail_0112.png,OK,0.0009877384
data/input_data\fail_0113.png,OK,0.0015622675
data/input_data\fail_0114.png,OK,0.003169328
data/input_data\fail_0115.png,OK,0.03543985
data/input_data\fail_0116.png,OK,1.1508978e-05
data/input_data\fail_0117.png,FAIL,1.0
data/input_data\fail_0118.png,OK,4.877502e-05
data/input_data\fail_0119.png,OK,0.03876248
data/input_data\fail_0120.png,OK,0.009006888
data/input_data\fail_0121.png,FAIL,1.0
data/input_data\fail_0122.png,OK,0.0019287765
data/input_data\fail_0123.png,OK,0.00022050738
data/input_data\fail_0124.png,OK,0.0072687566
data/input_data\fail_0125.png,OK,0.0032157898
data/input_data\fail_0126.png,OK,3.6441445e-05
data/input_data\fail_0127.png,FAIL,1.0
data/input_data\fail_0128.png,FAIL,1.0
data/input_data\fail_0129.png,OK,0.0008562207
data/input_data\fail_0130.png,OK,0.010284632
data/input_data\fail_0131.png,OK,0.018597603
data/input_data\fail_0132.png,OK,8.444466e-06
data/input_data\fail_0133.png,OK,0.03139323
data/input_data\fail_0134.png,OK,0.00013718009
data/input_data\fail_0135.png,OK,0.012527257
data/input_data\fail_0136.png,OK,2.3114559e-05
data/input_data\fail_0137.png,FAIL,0.999998
data/input_data\fail_0138.png,FAIL,1.0
data/input_data\fail_0139.png,OK,0.00045517087
data/input_data\fail_0140.png,OK,2.0747062e-05
data/input_data\fail_0141.png,OK,0.0015740097
data/input_data\fail_0142.png,OK,0.12841544
data/input_data\fail_0143.png,OK,0.045618653
data/input_data\fail_0144.png,OK,0.0713079
data/input_data\fail_0145.png,OK,0.0010547936
data/input_data\fail_0146.png,OK,0.012936622
data/input_data\fail_0147.png,FAIL,1.0
data/input_data\fail_0148.png,OK,0.010576397
data/input_data\fail_0149.png,OK,0.015722692
data/input_data\fail_0150.png,OK,7.434721e-05
data/input_data\fail_0151.png,OK,0.006624371
data/input_data\fail_0152.png,OK,0.0010235906
data/input_data\fail_0153.png,OK,3.2515716e-05
data/input_data\fail_0154.png,OK,0.0009739697
data/input_data\fail_0155.png,OK,0.048039526
data/input_data\fail_0156.png,OK,0.0033091307
data/input_data\fail_0157.png,OK,0.01949215
